ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
62166050;54.9;26.1;0;0;0;33.6;2.23;0.5;0;2.23;0;0;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;-0.034;2.522;62114502;0.7118;0.0402;36.5676;2.241;0.663;175.279;0;0;0;364.411;365.344;1;62114502;0;0.131409;0;0;0;0;0;0;0;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166102;54.9;26.1;0;0;0;33.6;0;0;0;0;0;0;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.025;-0.016;62166051;0.7239;0.0402;37.2281;2.241;0.67;177.01;0;0;0;379.689;380.671;1;62166068;-0.95815;0.0353563;2.74126;-0.0366211;0.774902;0.545898;0.12207;0.183105;-0.915527;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166151;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.026;-0.018;62166118;0.7239;0.0402;37.2281;2.241;0.67;177.011;0;0;0;379.689;380.671;1;62166118;-0.956945;0.0378835;2.74161;-0.0356445;0.774902;0.548828;0.0610352;0.427246;-1.09863;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166234;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.026;-0.018;62166152;0.7239;0.0402;37.2281;2.241;0.67;177.009;0;0;0;379.689;380.671;1;62166156;-0.956685;0.0405362;2.74186;-0.0415039;0.777832;0.549316;0.12207;0.427246;-1.09863;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166317;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.028;-0.021;62166234;0.7239;0.0402;37.2281;2.241;0.67;177.015;0;0;0;379.689;380.671;1;62166234;-0.95656;0.0426812;2.74217;-0.0424805;0.775879;0.549805;0.12207;0.305176;-0.976563;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166351;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.026;-0.016;62166321;0.7239;0.0402;37.2281;2.241;0.67;177.016;0;0;0;379.689;380.671;1;62166321;-0.95916;0.0493886;2.74244;-0.0473633;0.777344;0.540527;0.0610352;0.305176;-0.793457;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166436;54.9;26.1;0;0;0;33.6;0;0;0;0;0;0;0.7239;0.0402;37.2281;2.241;169345;169783;230.4;0;1;0.02;-0.007;62166321;0.7239;0.0402;37.2281;2.241;0.67;177.016;0;0;0;379.689;380.671;1;62166321;-0.95916;0.0493886;2.74244;-0.0473633;0.777344;0.540527;0.0610352;0.305176;-0.793457;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166517;54.9;26.1;0;0;0;33.6;0;0;0;0;0;0;0.7239;0.0402;37.2281;2.241;169346;169784;286.2;0;1;0.008;-0.006;62166437;0.7239;0.0402;37.2281;2.241;0.67;177.022;0;0;0;379.689;380.671;1;62166441;-0.968199;0.0448775;2.74237;-0.0405273;0.782715;0.537598;0.183105;-0.244141;-0.427246;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166591;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169346;169784;286.2;0;1;-0.001;-0.033;62166518;0.7239;0.0402;37.2281;2.241;0.67;177.028;0;0;0;379.691;380.673;1;62166518;-0.964538;0.0492824;2.7432;-0.043457;0.76123;0.552246;0.12207;-0.244141;-0.0610352;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166637;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.002;0.7239;0.0402;37.2281;2.241;169346;169784;286.2;0;1;-0.013;-0.073;62166591;0.7239;0.0402;37.2281;2.241;0.67;177.025;0;0;0;379.691;380.673;1;62166606;-0.952861;0.0491491;2.74435;-0.0410156;0.757324;0.569824;0.305176;-0.305176;0.549316;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166730;54.9;26.1;0;0;0;33.6;0;0;0;0;-100;-0.004;0.7239;0.0402;37.2281;2.241;169345;169785;230.4;0;1;0.011;-0.092;62166637;0.7239;0.0402;37.2281;2.241;0.67;177.032;0;0;0;379.691;380.673;1;62166651;-0.947746;0.0485787;2.74446;-0.0405273;0.771484;0.565918;0.427246;-0.12207;0.671387;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166803;54.9;26;0;0;0;33.6;0;0;0;0;0;-0.005;0.7239;0.0402;37.2281;2.241;169345;169785;230.4;0;1;0.062;-0.14;62166733;0.7239;0.0402;37.2281;2.241;0.67;177.026;0;0;-0.022;379.689;380.675;1;62166733;-0.941236;0.0456304;2.74479;-0.0458984;0.749023;0.57373;0.183105;-0.427246;0.488281;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166848;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.004;0.7239;0.0402;37.2281;2.241;169345;169785;230.4;0;1;0.018;-0.161;62166803;0.7239;0.0402;37.2281;2.241;0.67;177.03;0;0;0;379.689;380.675;1;62166817;-0.936776;0.0412367;2.74507;-0.0356445;0.775879;0.557129;0;-0.915527;0.915527;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62166913;54.9;26.1;0;0;0;33.6;0;0;0;0;0;-0.003;0.7239;0.0402;37.2281;2.241;169345;169785;230.4;0;1;-0.002;-0.133;62166849;0.7239;0.0402;37.2281;2.241;0.67;177.036;0;0;0;379.689;380.675;1;62166817;-0.936776;0.0412367;2.74507;-0.0356445;0.775879;0.557129;0;-0.915527;0.915527;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62167017;54.9;26;0;0;0;33.6;0;0;0;0;-1;-0.001;0.7239;0.0402;37.2281;2.241;169344;169786;167.4;0;1;0.036;-0.053;62166914;0.7239;0.0402;37.2281;2.241;0.67;177.048;0;0;0;379.689;380.675;1;62166923;-0.951499;0.0393167;2.74522;-0.0473633;0.79834;0.515137;0.0610352;-0.671387;0.976563;62166000;38.23490568;-122.62970846;-21.34948730;0.00000000;0.00000000;3.79622889;3.00000000;
62167092;54.9;26.1;0;0;0;33.6;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169344;169786;167.4;0;1;0.043;-0.005;62167018;0.7239;0.0402;37.2281;2.241;0.67;177.055;0;0;0;379.686;380.677;1;62167027;-0.961854;0.0374306;2.74496;-0.0195313;0.788574;0.536133;0.0610352;-0.305176;0.183105;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167153;54.9;26;0;0;0;33.6;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169344;169786;167.4;0;1;0.032;0.019;62167108;0.7239;0.0402;37.2281;2.241;0.67;177.06;0;0;0;379.686;380.677;1;62167108;-0.970602;0.0355937;2.74514;-0.0317383;0.787109;0.52832;-0.244141;-0.0610352;-1.2207;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167207;54.9;26;0;0;0;33.6;0;0;0;0;0;0.002;0.7239;0.0402;37.2281;2.241;169344;169786;167.4;0;1;0.018;0.052;62167154;0.7239;0.0402;37.2281;2.241;0.67;177.061;0;0;0;379.686;380.677;1;62167179;-0.975864;0.0380261;2.74531;-0.0478516;0.794922;0.525879;-0.366211;0.488281;-0.671387;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167238;54.9;26.1;0;0;0;33.6;0;0;0;0;0;0.002;0.7239;0.0402;37.2281;2.241;169344;169786;167.4;0;1;0.007;0.068;62167208;0.7239;0.0402;37.2281;2.241;0.67;177.06;0;0;0;379.686;380.677;1;62167179;-0.975864;0.0380261;2.74531;-0.0478516;0.794922;0.525879;-0.366211;0.488281;-0.671387;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167303;54.9;26;0;0;0;33.6;0;0;0;0;121;-0.001;0.7239;0.0402;37.2281;2.241;169345;169787;230.4;0;1;0.018;0.043;62167254;0.7239;0.0402;37.2281;2.241;0.67;177.042;0;0;0;379.686;380.677;1;62167254;-0.971781;0.0433612;2.74601;-0.0410156;0.770996;0.5625;-0.488281;-0.549316;0.0610352;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167346;54.9;26;0;0;0;33.6;0;0;0;0;5;-0.001;0.7239;0.0402;37.2281;2.241;169345;169787;230.4;0;1;0.032;-0.017;62167319;0.7239;0.0402;37.2281;2.241;0.67;177.047;0;0;0.021;379.689;380.68;1;62167319;-0.964279;0.0439596;2.7467;-0.0463867;0.748535;0.574707;-0.854492;-0.12207;-0.244141;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167405;54.9;26;0;0;0;33.6;0;0;0;0;-16;-0.001;0.7239;0.0402;37.2281;2.241;169345;169787;221.85;0;1;0.02;-0.04;62167319;0.7239;0.0402;37.2281;2.241;0.67;177.047;0;0;0.021;379.689;380.68;1;62167319;-0.964279;0.0439596;2.7467;-0.0463867;0.748535;0.574707;-0.854492;-0.12207;-0.244141;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167452;54.9;26;0;0;0;33.6;0;0;0;0;-62;-0.001;0.7239;0.0402;37.2281;2.241;169344;169788;167.4;0;1;0.048;-0.016;62167421;0.7239;0.0402;37.2281;2.241;0.67;177.053;0;0;-0.03;379.686;380.682;1;62167421;-0.950766;0.0418575;2.74732;-0.0375977;0.769531;0.548828;-0.793457;-0.671387;0.244141;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167493;54.9;26;0;0;0;33.6;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169344;169788;167.4;0;1;0.045;-0.004;62167421;0.7239;0.0402;37.2281;2.241;0.67;177.053;0;0;-0.03;379.686;380.682;1;62167421;-0.950766;0.0418575;2.74732;-0.0375977;0.769531;0.548828;-0.793457;-0.671387;0.244141;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167542;54.9;26;0;0;0;33.6;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169344;169788;167.4;0;1;0.041;0.004;62167510;0.7239;0.0402;37.2281;2.241;0.67;177.064;0;0;0;379.686;380.682;1;62167510;-0.956693;0.0444502;2.7472;-0.0483398;0.772949;0.541016;-1.28174;0.183105;-0.366211;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167614;54.9;26;0;0;0;33.6;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169344;169788;167.4;0;1;0.033;0.016;62167554;0.7239;0.0402;37.2281;2.241;0.67;177.068;0;0;0;379.686;380.682;1;62167554;-0.959849;0.0464518;2.74691;-0.050293;0.772949;0.519043;-0.671387;0.12207;0.610352;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167689;54.9;26;0;0;0;33.6;0;0;0;0;96;0.005;0.7239;0.0402;37.2281;2.241;169345;169789;230.4;0;1;0.032;0.091;62167617;0.7239;0.0402;37.2281;2.241;0.67;177.07;0;0;0;379.686;380.682;1;62167617;-0.964894;0.0453416;2.74629;-0.0175781;0.813965;0.503906;0.0610352;0.732422;-0.12207;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167739;54.9;26;0;0;0;33.6;0;0;0;0;1;0.007;0.7239;0.0402;37.2281;2.241;169345;169789;230.4;0;1;0.052;0.203;62167689;0.7239;0.0402;37.2281;2.241;0.67;177.079;0;0;0.021;379.689;380.684;1;62167705;-0.975339;0.0463823;2.7453;-0.0195313;0.819824;0.467285;0.366211;0.549316;-1.58691;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167791;54.9;26;0;0;0;33.6;0;0;0;0;117;0.011;0.7239;0.0402;37.2281;2.241;169346;169790;286.2;0;1;-0.056;0.294;62167740;0.7239;0.0402;37.2281;2.241;0.67;177.085;0;0;0;379.689;380.684;1;62167765;-0.980755;0.0472272;2.74565;-0.0751953;0.836426;0.467285;0.366211;-0.610352;-0.549316;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167868;54.9;26;0;0;0;33.6;0;0;0;0;103;0.017;0.7239;0.0402;37.2281;2.241;169347;169791;343.8;0;1;-0.079;0.439;62167808;0.7239;0.0402;37.2281;2.241;0.67;177.084;0;0;0.026;379.691;380.686;1;62167822;-0.992313;0.0481182;2.74659;-0.0825195;0.835449;0.456543;1.83105;-1.15967;-0.0610352;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167913;54.9;26;0;0;0;33.6;0;0;0;0;137;0.019;0.7239;0.0402;37.2281;2.241;169348;169792;46.8;0;1;-0.182;0.539;62167868;0.7239;0.0402;37.2281;2.241;0.67;177.083;0;0;0.023;379.693;380.689;1;62167883;-0.998475;0.0483866;2.74678;-0.0795898;0.81543;0.468262;1.28174;-1.70898;2.13623;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62167975;54.9;26;0;0;0;33.6;0;0;0;0;124;0.019;0.7239;0.0402;37.2281;2.241;169349;169793;106.2;0;1;-0.167;0.584;62167915;0.7239;0.0402;37.2281;2.241;0.67;177.089;0;0;0.03;379.695;380.691;1;62167930;-1.00284;0.0514027;2.74667;-0.116699;0.771973;0.51416;2.38037;-0.183105;1.83105;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62168017;54.9;26;0;0;0;33.6;0;0;0;0;149;0.016;0.7239;0.0402;37.2281;2.241;169350;169794;167.4;0;1;-0.052;0.568;62167978;0.7239;0.0402;37.2281;2.241;0.67;177.084;0;0;0.027;379.698;380.693;1;62167994;-1.00199;0.0484477;2.74603;0.0625;0.796875;0.586914;3.11279;-1.40381;2.56348;62167000;38.23490520;-122.62970987;-21.40936279;0.00000000;0.00000000;3.79623151;3.00000000;
62168062;54.9;26;0;0;0;33.6;0;0;0;0;137;0.013;0.7239;0.0402;37.2281;2.241;169351;169795;230.4;0;1;-0.058;0.46;62168018;0.7239;0.0402;37.2281;2.241;0.67;177.095;0;0;0.033;379.7;380.695;1;62167994;-1.00199;0.0484477;2.74603;0.0625;0.796875;0.586914;3.11279;-1.40381;2.56348;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168124;54.9;26;0;0;0;33.6;0;0;0;0;125;0.009;0.7239;0.0402;37.2281;2.241;169352;169796;286.2;0;1;-0.057;0.348;62168064;0.7239;0.0402;37.2281;2.241;0.67;177.095;0;0;0.03;379.702;380.698;1;62168078;-0.992473;0.041727;2.74841;-0.0532227;0.739746;0.655762;-0.244141;-3.11279;2.86865;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168168;54.9;26;0;0;0;33.6;0;0;0;0;10;0.009;0.7239;0.0402;37.2281;2.241;169352;169796;286.2;0;1;-0.045;0.294;62168125;0.7239;0.0402;37.2281;2.241;0.67;177.095;0;0;0.027;379.704;380.7;1;62168141;-0.984019;0.039449;2.74932;-0.059082;0.740723;0.595703;-1.46484;-2.62451;3.17383;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168218;54.9;26;0;0;0;33.6;0;0;0;0;99;0.007;0.7239;0.0402;37.2281;2.241;169353;169797;343.8;0;1;-0.043;0.253;62168168;0.7239;0.0402;37.2281;2.241;0.67;177.104;0;0;0.002;379.704;380.7;1;62168141;-0.984019;0.039449;2.74932;-0.059082;0.740723;0.595703;-1.46484;-2.62451;3.17383;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168273;54.9;26;0;0;0;33.6;0;0;0;0;0;0.006;0.7239;0.0402;37.2281;2.241;169353;169797;343.8;0;1;-0.073;0.218;62168234;0.7239;0.0402;37.2281;2.241;0.67;177.103;0;0;0.01;379.707;380.702;1;62168234;-0.969377;0.0332476;2.74869;-0.0200195;0.752441;0.594238;-0.305176;-1.46484;3.72314;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168318;54.9;26;0;0;0;33.6;0;0;0;0;140;0.005;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.106;0.151;62168274;0.7239;0.0402;37.2281;2.241;0.67;177.111;0;0;0;379.707;380.702;1;62168291;-0.964637;0.0276545;2.74833;-0.00195313;0.735352;0.580566;0.183105;-1.52588;3.05176;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168364;54.9;26;0;0;0;33.6;0;0;0;0;16;0.004;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;0.001;0.158;62168318;0.7239;0.0402;37.2281;2.241;0.67;177.111;0;0;0.031;379.709;380.704;1;62168291;-0.964637;0.0276545;2.74833;-0.00195313;0.735352;0.580566;0.183105;-1.52588;3.05176;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168427;54.9;26;0;0;0;33.6;0;0;0;0;0;0.003;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.03;0.12;62168365;0.7239;0.0402;37.2281;2.241;0.67;177.101;0;0;0.003;379.709;380.704;1;62168381;-0.955665;0.0205067;2.74895;-0.00537109;0.753418;0.588867;0.549316;-1.28174;0.366211;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168483;54.9;26;0;0;0;33.6;0;0;0;0;0;0.002;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.042;0.086;62168428;0.7239;0.0402;37.2281;2.241;0.67;177.111;0;0;0;379.709;380.704;1;62168440;-0.947488;0.0175633;2.74967;-0.00488281;0.77002;0.573242;0.671387;-0.0610352;-0.12207;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168513;54.9;26;0;0;0;33.6;0;0;0;0;0;0.002;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.042;0.06;62168483;0.7239;0.0402;37.2281;2.241;0.67;177.105;0;0;0;379.709;380.704;1;62168440;-0.947488;0.0175633;2.74967;-0.00488281;0.77002;0.573242;0.671387;-0.0610352;-0.12207;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168574;54.9;26;0;0;0;33.5;0;0;0;0;0;0.001;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.039;0.045;62168529;0.7239;0.0402;37.2281;2.241;0.67;177.11;0;0;0;379.709;380.704;1;62168530;-0.941759;0.0163873;2.74965;-0.0180664;0.775879;0.5625;0.366211;0.305176;-0.183105;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168619;54.9;26;0;0;0;33.5;0;0;0;0;0;0;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.026;0.009;62168575;0.7239;0.0402;37.2281;2.241;0.67;177.1;0;0;0;379.709;380.704;1;62168590;-0.936691;0.0158093;2.75002;-0.00830078;0.763184;0.581055;0.305176;0.305176;-1.46484;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168669;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.001;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.019;-0.021;62168620;0.7239;0.0402;37.2281;2.241;0.67;177.109;0;0;0;379.709;380.704;1;62168590;-0.936691;0.0158093;2.75002;-0.00830078;0.763184;0.581055;0.305176;0.305176;-1.46484;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168723;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.002;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.019;-0.048;62168679;0.7239;0.0402;37.2281;2.241;0.67;177.1;0;0;0;379.709;380.704;1;62168680;-0.931408;0.0180159;2.75125;-0.0229492;0.765625;0.563965;0.12207;0.0610352;-1.09863;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168774;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.002;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.028;-0.068;62168724;0.7239;0.0402;37.2281;2.241;0.67;177.096;0;0;0;379.709;380.704;1;62168738;-0.936745;0.0230749;2.75146;-0.0327148;0.769531;0.562012;0.305176;0.915527;-1.64795;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168829;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.004;0.7239;0.0402;37.2281;2.241;169354;169798;46.8;0;1;-0.056;-0.103;62168775;0.7239;0.0402;37.2281;2.241;0.67;177.112;0;0;0;379.709;380.704;1;62168738;-0.936745;0.0230749;2.75146;-0.0327148;0.769531;0.562012;0.305176;0.915527;-1.64795;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168874;54.9;26;0;0;0;33.5;0;0;0;0;-116;-0.005;0.7239;0.0402;37.2281;2.241;169353;169799;343.8;0;1;-0.027;-0.152;62168830;0.7239;0.0402;37.2281;2.241;0.67;177.115;0;0;0;379.709;380.704;1;62168850;-0.927185;0.0314412;2.75224;-0.0253906;0.750977;0.576172;-0.0610352;0.366211;-1.34277;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168920;54.9;26;0;0;0;33.5;0;0;0;0;-4;-0.007;0.7239;0.0402;37.2281;2.241;169353;169799;343.8;0;1;0.026;-0.205;62168891;0.7239;0.0402;37.2281;2.241;0.67;177.117;0;0;-0.025;379.707;380.707;1;62168850;-0.927185;0.0314412;2.75224;-0.0253906;0.750977;0.576172;-0.0610352;0.366211;-1.34277;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62168963;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.007;0.7239;0.0402;37.2281;2.241;169353;169799;343.8;0;1;-0.041;-0.232;62168891;0.7239;0.0402;37.2281;2.241;0.67;177.117;0;0;-0.025;379.707;380.707;1;62168932;-0.926911;0.0301783;2.75291;-0.0351563;0.759277;0.564453;-0.732422;0.244141;-1.28174;62168000;38.23490549;-122.62971354;-21.49627686;0.00000000;0.00000000;3.79628634;3.00000000;
62169023;54.9;26;0;0;0;33.5;0;0;0;0;-98;-0.009;0.7239;0.0402;37.2281;2.241;169352;169800;286.2;0;1;-0.028;-0.251;62168964;0.7239;0.0402;37.2281;2.241;0.67;177.125;0;0;0;379.707;380.707;1;62168978;-0.929903;0.0338428;2.75294;-0.0415039;0.773926;0.560547;-0.427246;0.549316;-0.610352;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169068;54.9;26;0;0;0;33.5;0;0;0;0;-2;-0.01;0.7239;0.0402;37.2281;2.241;169352;169800;286.2;0;1;0.005;-0.305;62169024;0.7239;0.0402;37.2281;2.241;0.67;177.124;0;0;-0.021;379.704;380.709;1;62169037;-0.932148;0.0383801;2.75296;-0.0449219;0.758301;0.567383;-0.183105;0.366211;-1.09863;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169113;54.9;26;0;0;0;33.5;0;0;0;0;-103;-0.009;0.7239;0.0402;37.2281;2.241;169351;169801;230.4;0;1;0.017;-0.294;62169083;0.7239;0.0402;37.2281;2.241;0.67;177.135;0;0;0;379.704;380.709;1;62169037;-0.932148;0.0383801;2.75296;-0.0449219;0.758301;0.567383;-0.183105;0.366211;-1.09863;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169175;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.008;0.7239;0.0402;37.2281;2.241;169351;169801;230.4;0;1;0.038;-0.281;62169114;0.7239;0.0402;37.2281;2.241;0.67;177.128;0;0;-0.023;379.702;380.711;1;62169127;-0.935969;0.0442325;2.75206;-0.0507813;0.780273;0.536621;-0.0610352;-0.183105;1.46484;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169221;54.9;26;0;0;0;33.5;0;0;0;0;-137;-0.007;0.7239;0.0402;37.2281;2.241;169350;169802;167.4;0;1;-0.017;-0.231;62169177;0.7239;0.0402;37.2281;2.241;0.67;177.14;0;0;0;379.702;380.711;1;62169191;-0.942547;0.0424106;2.75165;-0.0302734;0.795898;0.523926;-0.0610352;-0.610352;1.52588;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169266;54.9;26;0;0;0;33.5;0;0;0;0;-13;-0.006;0.7239;0.0402;37.2281;2.241;169350;169802;167.4;0;1;0.091;-0.196;62169222;0.7239;0.0402;37.2281;2.241;0.67;177.134;0;0;-0.03;379.7;380.713;1;62169191;-0.942547;0.0424106;2.75165;-0.0302734;0.795898;0.523926;-0.0610352;-0.610352;1.52588;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
62169326;54.9;26;0;0;0;33.5;0;0;0;0;0;-0.004;0.7239;0.0402;37.2281;2.241;169350;169802;167.4;0;1;0.008;-0.173;62169281;0.7239;0.0402;37.2281;2.241;0.67;177.122;0;0;0;379.7;380.713;1;62169281;-0.953803;0.0329686;2.7504;-0.0200195;0.801758;0.532715;0.610352;-0.915527;0.366211;62169000;38.23490552;-122.62971650;-21.09835815;0.31000000;0.00000000;3.79638362;3.00000000;
